,url_len,url_num_hyphens_dom,url_path_len,url_domain_len,url_hostname_len,url_num_dots,url_num_underscores,url_query_len,url_num_query_para,url_ip_present,url_entropy,url_port,html_num_tags('iframe'),html_num_tags('script'),html_num_tags('embed'),html_num_tags('object'),html_num_tags('div'),html_num_tags('head'),html_num_tags('body'),html_num_tags('form'),html_num_tags('a'),Result_v1,hyphens_ratio,total_tag
30,67.0,0.0,45.0,22.0,22.0,3.0,0.0,0.0,0.0,0.0,4.75147613,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1,0.0,3.0
31,31.0,0.0,1.0,30.0,30.0,2.0,0.0,0.0,0.0,0.0,4.073475132,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1,0.0,3.0
32,77.0,0.0,49.0,28.0,28.0,2.0,0.0,0.0,0.0,0.0,4.505406791,0.0,0.0,7.0,0.0,0.0,117.0,1.0,1.0,0.0,12.0,1,0.0,138.0
33,26.0,0.0,13.0,13.0,13.0,3.0,0.0,0.0,0.0,1.0,3.919563347,0.0,1.0,21.0,0.0,0.0,62.0,1.0,1.0,1.0,123.0,1,0.0,210.0
34,97.0,0.0,86.0,11.0,11.0,4.0,0.0,0.0,0.0,1.0,4.903229474,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.0,4.0
35,35.0,1.0,1.0,34.0,34.0,1.0,0.0,0.0,0.0,0.0,4.187097022,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.02857142857142857,62.0
36,37.0,0.0,20.0,17.0,17.0,3.0,0.0,0.0,0.0,0.0,4.416833824,0.0,0.0,17.0,0.0,0.0,32.0,1.0,1.0,2.0,29.0,1,0.0,82.0
37,23.0,0.0,0.0,23.0,23.0,2.0,0.0,0.0,0.0,0.0,3.977916875,0.0,0.0,13.0,0.0,0.0,317.0,1.0,1.0,0.0,114.0,1,0.0,446.0
38,15.0,0.0,0.0,15.0,15.0,3.0,0.0,0.0,0.0,1.0,3.356492414,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,4.0
39,89.0,1.0,13.0,34.0,34.0,3.0,0.0,41.0,1.0,0.0,4.897157491,0.0,0.0,1.0,0.0,0.0,88.0,1.0,1.0,1.0,26.0,-1,0.011235955056179775,118.0
40,19.0,0.0,0.0,19.0,19.0,2.0,0.0,0.0,0.0,0.0,4.056020968,0.0,0.0,3.0,0.0,0.0,474.0,1.0,1.0,1.0,566.0,1,0.0,1046.0
41,24.0,0.0,0.0,24.0,24.0,2.0,0.0,0.0,0.0,0.0,4.077819531,0.0,0.0,5.0,0.0,0.0,44.0,1.0,1.0,1.0,40.0,1,0.0,92.0
42,53.0,0.0,33.0,20.0,20.0,3.0,1.0,0.0,0.0,0.0,4.45215372,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,6.0
43,14.0,0.0,0.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,3.558518613,0.0,0.0,5.0,0.0,0.0,183.0,1.0,1.0,1.0,560.0,1,0.0,751.0
44,35.0,1.0,10.0,25.0,25.0,3.0,0.0,0.0,0.0,0.0,4.222208068,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.02857142857142857,62.0
45,17.0,0.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,4.053508855,0.0,1.0,6.0,0.0,0.0,249.0,1.0,1.0,3.0,162.0,1,0.0,423.0
46,36.0,2.0,10.0,26.0,26.0,2.0,0.0,0.0,0.0,0.0,4.204652545,0.0,0.0,2.0,0.0,0.0,36.0,1.0,1.0,1.0,15.0,-1,0.05555555555555555,56.0
47,17.0,0.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,4.084962501,0.0,0.0,14.0,0.0,0.0,310.0,1.0,1.0,1.0,114.0,1,0.0,441.0
48,17.0,0.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,4.084962501,0.0,1.0,6.0,0.0,0.0,249.0,1.0,1.0,3.0,162.0,1,0.0,423.0
49,37.0,0.0,24.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,4.075480414,0.0,0.0,8.0,0.0,0.0,45.0,1.0,1.0,1.0,54.0,-1,0.0,110.0
50,20.0,0.0,0.0,20.0,20.0,2.0,0.0,0.0,0.0,0.0,3.661932872,0.0,0.0,15.0,0.0,0.0,45.0,1.0,1.0,0.0,93.0,1,0.0,155.0
51,33.0,0.0,1.0,32.0,32.0,2.0,0.0,0.0,0.0,0.0,4.171474188,0.0,0.0,28.0,0.0,0.0,57.0,1.0,1.0,1.0,5.0,-1,0.0,93.0
52,51.0,0.0,28.0,23.0,23.0,4.0,0.0,0.0,0.0,0.0,4.361532934,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,3.0
53,17.0,1.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,3.970175521,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,18.0,1,0.058823529411764705,21.0
54,53.0,2.0,11.0,42.0,42.0,2.0,0.0,0.0,0.0,0.0,4.512223813,0.0,1.0,3.0,0.0,0.0,24.0,1.0,1.0,1.0,3.0,-1,0.03773584905660377,34.0
55,42.0,0.0,25.0,17.0,17.0,3.0,0.0,0.0,0.0,0.0,4.441568141,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1,0.0,9.0
56,42.0,2.0,10.0,32.0,32.0,2.0,0.0,0.0,0.0,0.0,4.183144941,0.0,0.0,2.0,0.0,0.0,36.0,1.0,1.0,1.0,15.0,-1,0.047619047619047616,56.0
57,13.0,0.0,0.0,13.0,13.0,3.0,0.0,0.0,0.0,1.0,3.103701696,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,12.0,1,0.0,28.0
58,59.0,0.0,34.0,25.0,25.0,2.0,0.0,0.0,0.0,0.0,4.300943326,0.0,1.0,8.0,1.0,1.0,41.0,1.0,1.0,1.0,80.0,1,0.0,135.0
59,17.0,0.0,1.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,3.54346519,0.0,0.0,12.0,0.0,0.0,99.0,1.0,1.0,0.0,65.0,-1,0.0,178.0
60,106.0,0.0,83.0,23.0,23.0,2.0,0.0,0.0,0.0,0.0,4.794832011,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,-1,0.0,8.0
61,25.0,0.0,10.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,3.929229297,0.0,0.0,2.0,0.0,0.0,36.0,1.0,1.0,1.0,15.0,-1,0.0,56.0
62,29.0,0.0,20.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,4.260067015,0.0,0.0,14.0,0.0,0.0,35.0,1.0,1.0,1.0,55.0,1,0.0,107.0
63,13.0,0.0,0.0,13.0,13.0,2.0,0.0,0.0,0.0,0.0,3.88418372,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1,0.0,5.0
64,28.0,2.0,10.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,4.321721231,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.07142857142857142,62.0
65,152.0,0.0,125.0,27.0,27.0,2.0,0.0,0.0,0.0,0.0,5.296632778,0.0,1.0,16.0,0.0,0.0,21.0,1.0,1.0,3.0,15.0,-1,0.0,58.0
66,39.0,0.0,27.0,12.0,12.0,3.0,1.0,0.0,0.0,0.0,4.390106185,0.0,0.0,7.0,0.0,0.0,20.0,1.0,1.0,0.0,11.0,1,0.0,40.0
67,141.0,0.0,126.0,15.0,15.0,6.0,0.0,0.0,0.0,0.0,4.95450946,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0.0,3.0
68,73.0,0.0,52.0,21.0,21.0,3.0,1.0,0.0,0.0,0.0,4.79958177,0.0,0.0,14.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1,0.0,19.0
69,43.0,2.0,10.0,33.0,33.0,3.0,0.0,0.0,0.0,0.0,4.362739312,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,18.0,-1,0.046511627906976744,64.0
70,15.0,0.0,0.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,3.663532755,0.0,0.0,11.0,0.0,0.0,51.0,1.0,1.0,0.0,102.0,1,0.0,166.0
71,36.0,0.0,14.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,3.967414789,0.0,0.0,10.0,0.0,0.0,19.0,1.0,1.0,1.0,24.0,-1,0.0,56.0
72,24.0,0.0,0.0,24.0,24.0,2.0,0.0,0.0,0.0,0.0,3.784368488,0.0,0.0,21.0,0.0,0.0,195.0,1.0,1.0,2.0,54.0,1,0.0,274.0
73,37.0,0.0,22.0,15.0,15.0,3.0,1.0,0.0,0.0,0.0,4.246157119,0.0,1.0,42.0,0.0,0.0,158.0,1.0,1.0,2.0,403.0,1,0.0,608.0
74,32.0,0.0,10.0,22.0,22.0,3.0,0.0,0.0,0.0,0.0,4.214262796,0.0,0.0,2.0,0.0,0.0,25.0,1.0,1.0,1.0,15.0,-1,0.0,45.0
75,17.0,0.0,0.0,17.0,14.0,3.0,0.0,0.0,0.0,1.0,3.605388542,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,4.0
76,43.0,2.0,10.0,33.0,33.0,3.0,0.0,0.0,0.0,0.0,4.353127057,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,18.0,-1,0.046511627906976744,64.0
77,16.0,1.0,1.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,3.938721876,0.0,3.0,35.0,0.0,0.0,114.0,1.0,1.0,2.0,181.0,-1,0.0625,337.0
78,27.0,0.0,15.0,12.0,12.0,2.0,0.0,0.0,0.0,0.0,3.844384532,0.0,1.0,16.0,0.0,0.0,2.0,1.0,1.0,2.0,27.0,1,0.0,50.0
79,17.0,0.0,0.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,3.970175521,0.0,0.0,12.0,0.0,0.0,118.0,1.0,1.0,1.0,34.0,1,0.0,167.0
80,43.0,0.0,30.0,13.0,13.0,3.0,0.0,0.0,0.0,0.0,4.52637013,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1,0.0,9.0
81,117.0,0.0,104.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,4.970919634,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,-1,0.0,5.0
82,17.0,0.0,0.0,17.0,14.0,3.0,0.0,0.0,0.0,1.0,3.522055209,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,3.0
83,235.0,0.0,178.0,11.0,11.0,1.0,3.0,45.0,1.0,0.0,5.533225693,0.0,0.0,1.0,0.0,0.0,46.0,1.0,1.0,0.0,4.0,-1,0.0,53.0
84,41.0,0.0,23.0,18.0,18.0,4.0,1.0,0.0,0.0,0.0,4.145512836,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0.0,8.0
85,31.0,0.0,18.0,13.0,13.0,1.0,2.0,0.0,0.0,0.0,4.04784677,0.0,0.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0.0,19.0
86,31.0,0.0,14.0,17.0,17.0,2.0,0.0,0.0,0.0,0.0,4.063202513,0.0,0.0,28.0,0.0,0.0,32.0,1.0,1.0,3.0,17.0,1,0.0,82.0
87,53.0,0.0,38.0,15.0,15.0,2.0,0.0,0.0,0.0,0.0,4.808985546,0.0,1.0,8.0,1.0,1.0,41.0,1.0,1.0,1.0,119.0,1,0.0,174.0
88,52.0,3.0,10.0,42.0,42.0,2.0,0.0,0.0,0.0,0.0,4.166132729,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.057692307692307696,62.0
89,32.0,0.0,15.0,17.0,17.0,2.0,1.0,0.0,0.0,0.0,4.182336834,0.0,0.0,13.0,0.0,0.0,20.0,1.0,1.0,1.0,44.0,1,0.0,80.0
90,120.0,0.0,104.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,4.407559729,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,2.0
91,23.0,0.0,11.0,12.0,12.0,4.0,0.0,0.0,0.0,1.0,4.056564762,0.0,0.0,14.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1,0.0,29.0
92,34.0,0.0,17.0,17.0,17.0,1.0,0.0,0.0,0.0,0.0,4.290777839,0.0,0.0,9.0,0.0,0.0,8.0,1.0,1.0,1.0,4.0,-1,0.0,24.0
93,49.0,0.0,35.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,4.078604923,0.0,1.0,15.0,0.0,0.0,59.0,1.0,1.0,1.0,21.0,-1,0.0,99.0
94,40.0,0.0,23.0,17.0,17.0,3.0,0.0,0.0,0.0,0.0,4.461310597,0.0,0.0,17.0,0.0,0.0,32.0,1.0,1.0,2.0,29.0,1,0.0,82.0
95,34.0,2.0,1.0,33.0,33.0,1.0,0.0,0.0,0.0,0.0,4.171264744,0.0,0.0,2.0,0.0,0.0,36.0,1.0,1.0,1.0,15.0,-1,0.058823529411764705,56.0
96,18.0,0.0,0.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,3.97366069,0.0,0.0,14.0,0.0,0.0,310.0,1.0,1.0,1.0,114.0,1,0.0,441.0
97,39.0,0.0,22.0,17.0,17.0,3.0,0.0,0.0,0.0,0.0,4.395859717,0.0,0.0,17.0,0.0,0.0,32.0,1.0,1.0,2.0,29.0,1,0.0,82.0
98,53.0,3.0,10.0,43.0,43.0,3.0,0.0,0.0,0.0,0.0,4.439037035,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.05660377358490566,62.0
99,20.0,0.0,9.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,3.884155095,0.0,2.0,43.0,0.0,0.0,85.0,1.0,1.0,1.0,58.0,1,0.0,191.0
100,41.0,0.0,28.0,13.0,13.0,2.0,1.0,0.0,0.0,0.0,4.139460876,0.0,0.0,5.0,0.0,2.0,66.0,1.0,1.0,0.0,179.0,1,0.0,254.0
101,14.0,0.0,1.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,3.689703732,0.0,0.0,15.0,0.0,0.0,14.0,1.0,1.0,1.0,7.0,-1,0.0,39.0
102,78.0,0.0,70.0,8.0,8.0,2.0,1.0,0.0,0.0,0.0,4.93117046,0.0,0.0,2.0,0.0,0.0,14.0,1.0,1.0,1.0,8.0,1,0.0,27.0
103,48.0,0.0,33.0,15.0,15.0,3.0,0.0,0.0,0.0,0.0,4.590587681,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1,0.0,9.0
104,93.0,0.0,1.0,20.0,20.0,3.0,3.0,71.0,3.0,0.0,4.605672688,0.0,1.0,24.0,0.0,0.0,139.0,1.0,1.0,2.0,117.0,-1,0.0,285.0
105,71.0,0.0,57.0,14.0,14.0,3.0,1.0,0.0,0.0,0.0,4.695488521,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1,0.0,8.0
106,31.0,1.0,0.0,31.0,31.0,2.0,0.0,0.0,0.0,0.0,3.882814277,0.0,0.0,8.0,0.0,0.0,303.0,1.0,1.0,3.0,192.0,1,0.03225806451612903,508.0
107,22.0,0.0,8.0,14.0,14.0,9.0,0.0,0.0,0.0,0.0,3.313360736,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-1,0.0,5.0
108,45.0,0.0,1.0,44.0,44.0,3.0,0.0,0.0,0.0,0.0,4.031324574,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1,0.0,5.0
109,30.0,0.0,13.0,17.0,17.0,2.0,1.0,0.0,0.0,0.0,4.007942896,0.0,0.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0.0,19.0
110,43.0,0.0,31.0,12.0,12.0,4.0,0.0,0.0,0.0,1.0,4.52107688,0.0,0.0,6.0,0.0,0.0,17.0,1.0,1.0,1.0,1.0,-1,0.0,27.0
111,31.0,1.0,0.0,31.0,31.0,2.0,0.0,0.0,0.0,0.0,4.083067974,0.0,0.0,11.0,0.0,0.0,206.0,1.0,1.0,2.0,122.0,1,0.03225806451612903,343.0
112,35.0,0.0,17.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,4.068278364,0.0,0.0,25.0,0.0,0.0,30.0,1.0,1.0,3.0,20.0,1,0.0,80.0
113,117.0,1.0,106.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,4.852579779,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.008547008547008548,3.0
114,19.0,0.0,0.0,19.0,19.0,2.0,0.0,0.0,0.0,0.0,4.056020968,0.0,0.0,4.0,0.0,0.0,183.0,1.0,1.0,1.0,564.0,1,0.0,754.0
115,29.0,1.0,1.0,28.0,28.0,1.0,0.0,0.0,0.0,0.0,3.974937501,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.034482758620689655,62.0
116,75.0,0.0,64.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,4.25498703,0.0,0.0,9.0,0.0,0.0,261.0,1.0,1.0,4.0,201.0,-1,0.0,477.0
117,27.0,0.0,12.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,3.774839592,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,-1,0.0,7.0
118,55.0,0.0,37.0,18.0,18.0,2.0,0.0,0.0,0.0,0.0,4.316909147,0.0,0.0,14.0,0.0,0.0,117.0,1.0,1.0,3.0,120.0,1,0.0,256.0
119,20.0,0.0,1.0,19.0,19.0,2.0,0.0,0.0,0.0,0.0,4.254525465,0.0,0.0,21.0,0.0,0.0,66.0,1.0,1.0,0.0,129.0,1,0.0,218.0
120,53.0,2.0,10.0,43.0,43.0,3.0,0.0,0.0,0.0,0.0,4.442311313,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,16.0,-1,0.03773584905660377,62.0
121,46.0,0.0,33.0,13.0,13.0,3.0,0.0,0.0,0.0,0.0,4.604165919,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1,0.0,9.0
122,42.0,0.0,31.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,4.685938926,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1,0.0,9.0
123,77.0,0.0,61.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,4.570773007,0.0,1.0,7.0,0.0,0.0,55.0,1.0,2.0,3.0,49.0,-1,0.0,118.0
124,14.0,0.0,8.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,4.027169118,0.0,0.0,9.0,0.0,0.0,120.0,0.0,1.0,0.0,87.0,-1,0.0,217.0
125,94.0,4.0,34.0,48.0,48.0,3.0,0.0,11.0,0.0,0.0,4.555086955,0.0,0.0,5.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,-1,0.0425531914893617,19.0
126,14.0,0.0,8.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,4.027169118,0.0,0.0,3.0,0.0,0.0,8.0,1.0,1.0,0.0,5.0,-1,0.0,18.0
127,34.0,1.0,10.0,24.0,24.0,2.0,0.0,0.0,0.0,0.0,4.241102309,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,18.0,-1,0.029411764705882353,64.0
128,27.0,1.0,0.0,27.0,27.0,2.0,0.0,0.0,0.0,0.0,4.07967865,0.0,0.0,8.0,0.0,0.0,265.0,1.0,1.0,2.0,123.0,1,0.037037037037037035,400.0
129,25.0,0.0,18.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,4.304229297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,2.0
130,54.0,0.0,38.0,16.0,16.0,2.0,0.0,0.0,0.0,0.0,4.352365617,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,-1,0.0,7.0
131,34.0,1.0,9.0,25.0,25.0,2.0,0.0,0.0,0.0,0.0,4.161953224,0.0,0.0,2.0,0.0,0.0,41.0,1.0,1.0,1.0,18.0,-1,0.029411764705882353,64.0
132,21.0,1.0,1.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,3.978333581,0.0,0.0,2.0,0.0,0.0,46.0,1.0,1.0,1.0,19.0,-1,0.047619047619047616,70.0
133,28.0,0.0,11.0,17.0,14.0,4.0,0.0,0.0,0.0,1.0,4.15029266,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0.0,4.0
134,36.0,0.0,10.0,26.0,26.0,3.0,0.0,0.0,0.0,0.0,3.992573115,0.0,0.0,2.0,0.0,0.0,27.0,1.0,1.0,1.0,15.0,-1,0.0,47.0
135,81.0,0.0,34.0,19.0,19.0,4.0,0.0,27.0,1.0,0.0,4.401551859,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,-1,0.0,8.0
